query,frequency,category_breakdown
"I'm looking for some Elecom products. First, a black polyester gadget pouch and organizer. Next, a black storage pouch with a simple pattern. Also, a sand beige polyester backpack that's not water-resistant and can be paid for with cash on delivery. Lastly, a polyester laptop bag.

My budget is only `7056`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `4445`.
3. It provides a fixed discount of `726`.",1,Voucher:1
Show me carbon fiber pickleball paddles with complimentary shipping and a cost between 402 and 2395 PHP.,1,Product:1
"Looking for a music box in the happy birthday color family, preferably from the Harry Potter collection.",1,Product:1
Show me energy saving light bulbs from LazMall that cost over 160 PHP.,1,Product:1
Looking for a barbell bar priced from 73 to 351 pesos.,1,Product:1
"Looking for brown roll paper in the 4pcs color family, size 110mm, that comes with adhesive, from oem brand, and costs over 154 PHP.",1,Product:1
Show me mini toys that allow payment upon delivery and cost under 204 PHP.,1,Product:1
Looking for kleenfant brand pull-up style baby diapers in the pants category.,1,Product:1
"Looking for Nutricost brand milk thistle supplement with free delivery, priced under 1314 PHP.",1,Product:1
"Find shops offering both streetwear leggings sets for kids with a nature-inspired design and Halloween dresses for toddlers in orange. The leggings set should come with free shipping and cost over 30 PHP, while the Halloween dress should be available with LazMall perks and priced above 6 PHP.",1,Shop:1
"I'm looking for a shop that sells both a drain valve for LG inverter washing machines with LazMall benefits like guaranteed authenticity and easy returns, and a racing game handbrake for PC that comes with free delivery. Can you help me find such a store?",1,Shop:1
"Find shops offering these items: First, a foam box for cakes and picnics that is waterproof and available in a single piece. Second, a kids lunch box made from bamboo, priced between 109 and 1442 PHP. Third, a Marvel-themed lunch bag in the color lunchbag, costing over 618 PHP. All items should be from the same seller.",1,Shop:1
"Find a shop offering a clutch spring for Honda motorcycles, an insulator manifold for Wave 125 with cash on delivery and priced above 7 PHP, and a motor lock for TMX costing more than 73 pesos.",1,Shop:1
"Find shops offering a round wooden coffee table priced above 1026 PHP, and also selling a stainless portable kitchen sink with a standard spout faucet, benchtop fitting, and a price ranging from 988 to 3014 PHP.",1,Shop:1
"Find shops offering both corn seeds priced above 150 PHP and organic chia seeds in a 250g bag, with chia seeds being the grain type and packaged in a bag.",1,Shop:1
"Find a shop offering these items: a spring buffer with delivery time between 2 and 3 days and supports cash on delivery; a front strut bar from ultra racing brand, also available for cash on delivery and priced under 12475 PHP; and a spring buffer XL size with a price below 3509 PHP.",1,Shop:1
"I'm looking for a mini guitar amp, a USB audio interface for recording, a mono DI box for live sound, and a 2-in/2-out audio interface that comes with LazMall perks like authenticity guarantee, easy returns, fast shipping, and also offers free delivery.

My budget is only `25522`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `10164`.
3. It provides a percentage discount of `41%` with a cap of `8398`.",1,Voucher:1
"Looking for souvenir t-shirts. First, I want a white cotton shirt in size 16 with LazFlash deals. Next, a white short sleeve shirt in size 12. Also, a basic graphic short sleeve tee in size large with LazMall service. Lastly, a crew neck cotton shirt in white or black, size large, with a printed pattern and short sleeves.

My budget is only `707`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `385`.
3. It provides a fixed discount of `70`.",1,Voucher:1
"Looking for a regular size kojic dark soap in dark green that helps with exfoliation, model should be kojic dark soap, and must support cash on delivery. Also searching for a purple kids' leotard in large size suitable for badminton, for children aged 6-10, with cash on delivery available.

My budget is only `454`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `269`.
3. It provides a fixed discount of `92`.",1,Voucher:1
"I'm looking for wireless mouse covers for the Razer Viper Ultimate. One should be in pink, and the other in black with wireless capability.

My budget is only `1208`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `263`.
3. It provides a fixed discount of `63`.",1,Voucher:1
"Looking for plush toys in holster b color, size 200cm only skin, suitable for kids, model 30-200cm, and priced above 226 PHP.",1,Product:1
"Show me a workbook from master books about math, with free delivery, and priced under 4702 PHP.",1,Product:1
"Looking for a men's ring in silver color, size 12, made of stainless steel, with no gemstones, weighing 20g, featuring a gold accent, and priced under 387 PHP.",1,Product:1
"Show me black kids pants in size 12, with a free size fit for both age and height, and with a back garter style.",1,Product:1
Looking for a wiper linkage for a Honda City made between 1997 and 2002.,1,Product:1
"Looking for a soothing gel in milk repair shade with aloe vera fragrance, under 82 PHP.",1,Product:1
"Looking for spray paint from samurai paint brand, priced between 115 and 526 pesos.",1,Product:1
I'm looking for a velishy brand cutter blade strip in the plotter accessories category.,1,Product:1
"Find shops offering cat supplements for felines, dog shampoos for flea & tick care priced from 560 to 782 PHP, and liquid milk enhancers for cats from the papi brand priced between 392 and 563 pesos.",1,Shop:1
"Find a shop offering both kitchenware items priced above 77 PHP and a mini handheld fan with foldable features, free shipping, and a price over 96 PHP.",1,Shop:1
"Looking for a shop offering jewelry beads. First, I want silver color, 2mm size, with cash on delivery, and price under 446 PHP. Second, I need 3mm size, 18k gold color, made of metal, brand oem, and price below 326 PHP. Show shops selling both.",1,Shop:1
"Find shops offering rechargeable batteries with charger. For the first product, look for 4-piece AAA size with nimh core and aaa capacity, priced under 104 PHP. For the second, search for AAA size with free charger, rechargeable type, free shipping, and price below 104 PHP.",1,Shop:1
"Find shops offering kids jackets in beige and blue with zipper closure, size 110 (5-6 years), free shipping, and priced above 241 PHP; kids vests in grey, size 140 (7-8 years), suitable for 18 months and older, for casual use, and under 218 PHP; and kids pants in coffee alphabet color, size 130 (5-6 years), for ages 6-10, with a striped pattern, and under 201 PHP. The shop should have all these items available.",1,Shop:1
"Find shops offering both a 30mm black key ring (10 pieces) under 184 PHP and a set of 10 plain zinc alloy keychains with a waist belt clip, suitable for holding keys.",1,Shop:1
"Looking for a shop offering both a dermacare serum from The Ordinary for hair density (brand: the ordinary, price under 648 PHP) and a travel-size cream from LA ROCHE-POSAY with invisible fluid formulation, suitable for normal skin, providing ultra SPF50+ protection (price below 518 PHP).",1,Shop:1
"I'm looking for some transparent glass straws, preferably a set that comes with a cleaning brush, and also interested in a ratcheting wrench with an adapter, ideally in yellow. Additionally, I need a bar tool set that includes reusable glass straws. Can you help me find these items?

My budget is only `226`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `176`.
3. It provides a fixed discount of `18`.",1,Voucher:1
"I'm looking for a durable replacement part for a washing machine, a set of two universal micro switches for a rice cooker rated at 16A, and a Samsung washing machine water inlet valve, model 520, that supports cash on delivery. Please show me options in the washing machine and rice cooker categories.

My budget is only `643`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `343`.
3. It provides a percentage discount of `42%` with a cap of `174`.",1,Voucher:1
"I'm looking for a shoe dryer from dreepor that uses 150 watts of power. Also, I want plus size maroon capri shorts with a plain design, high waist, knee-length, and XXL size (34-40 inch waist). Lastly, I'm searching for men's chino pants in simply sage color, size W29 L30.

My budget is only `2485`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `855`.
3. It provides a fixed discount of `129`.",1,Voucher:1
"Show me varta brand car batteries for volkswagen, sequined flower patches in the color no stem, and nutella multipack chocolate snacks.

My budget is only `5459`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `5671`.
3. It provides a fixed discount of `2314`.",1,Voucher:1
"Find a laser level tool that supports payment on delivery. Also, look for a pack of 10 E14 LED bulbs with the model 10pcs-e14-t16g-0.6w-warm yellow, in warm white color, dimmable, and designed for energy efficiency.

My budget is only `311`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `263`.
3. It provides a percentage discount of `27%` with a cap of `191`.",1,Voucher:1
"Looking for a glass beverage dispenser, a white battery holder compatible with DSLR cameras, gold mags for Mio M3 or Mio i 125, and a steel bed frame lifter in 1.2m size (2 pieces, black).

My budget is only `4878`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `1497`.
3. It provides a percentage discount of `48%` with a cap of `888`.",1,Voucher:1
"Show me bench spray deodorants, especially those similar to body sprays.

My budget is only `110`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `31`.
3. It provides a percentage discount of `46%` with a cap of `15`.",1,Voucher:1
"Show me poly-cotton shirts in medium size, white color, with a v-neck style, and priced under 194 PHP.",1,Product:1
"Show me pink fabric pencil cases with a zipper that are waterproof, support cash on delivery, and cost more than 7 pesos.",1,Product:1
"Show me fluffy eyelashes in 'as picture' color, curl type C, with free delivery and under 133 PHP.",1,Product:1
"Looking for a car amplifier, model bs-901, priced above 800 PHP.",1,Product:1
"Looking for a money detector in the purple light machine category, priced from 242 to 405 pesos.",1,Product:1
Show me black motorcycle jacket in medium that supports cash on delivery and costs under 1603 PHP.,1,Product:1
"Looking for a red leather watch organizer with a real glass top, brand new with tags, priced between 345 and 1061 PHP.",1,Product:1
Looking for a mountain bike tire with a 26 inch wheel size and the model maxxis 26x1.38.,1,Product:1
"Looking for a computer desk with screw accessories, made from tabak solid wood, standard shape, ergonomic features, net height of 750mm, and designed for computer use. Price should be under 1465 PHP.",1,Product:1
"Find shops offering both a mouth spray in the oral care category with spec as b set and price above 38 PHP, and a silicone scalp massager in the hair care category with specification set to default and sold as a single item.",1,Shop:1
"Find a shop offering multiple items in the stickers category where: one item is red, sized 40 cm by 48 cm, supports cash on delivery, and costs under 229 PHP; another is pink, sized 45 cm by 70 cm, and costs less than 608 PHP; a third is brown, sized 35 cm by 47 cm, comes with free shipping, and is priced below 737 PHP; and a fourth is customizable in color, sized 90 cm by 26 cm, and priced between 191 and 337 PHP.",1,Shop:1
"Find shops selling pants where one product is black, size small, plus size fit, plain pattern, Korean style, elastic waist, made of cotton, supports cash on delivery, and costs under 398 PHP. Also, the shop should offer another pair of pants in yellow, size medium, 85-90cm length, regular fit, plain pattern, made from poly-cotton, with a high waist, regular cut, and also available for cash on delivery.",1,Shop:1
"Find a shop offering both a premium travel size perfume with a 4ml volume, single item pack, and a scent described as 'for 50ml', priced above 36 pesos, as well as a premium travel size perfume with an amethyst fragrance, priced under 253 pesos.",1,Shop:1
"Find shops offering these items: First, a columnar book with 1 piece in a set and priced below 100 pesos. Second, a notebook cover set (10 pieces), in portrait orientation, transparent design, and costing more than 15 pesos. Third, a notebook cover with filing type 'notebook cover' and price under 124 pesos.",1,Shop:1
"Find shops offering these items: First, an Anker USB-C hub with 4 USB 3.0 ports, priced above 2109 PHP. Second, an Anker 100W USB-C to USB-C cable supporting fast charging and USB data transfer, for less than 572 PHP. Third, a black Anker USB-C to Lightning cable (1.8 meters), lightning connector, USB2 speed up to 480mbps, model a8633-1.8m or a8632-0.9m, under 1346 PHP. Fourth, a green Anker Nano Charger 20W PIQ 3.0, compatible with any brand, input voltage 100-240V, power usage between 1 and 500, and costs more than 372 PHP.",1,Shop:1
"I'm looking for a shop that offers these items: First, a mobile phone cooler in black that connects via USB, works with 5v input, uses a type c plug, and costs under 183 pesos. Second, a black car camera with a price below 1074 pesos. Third, a USB to VGA adapter priced above 103 pesos. Lastly, a pair of black in-ear wireless earbuds with a built-in mic, Bluetooth support, power usage between 1 and 500, and priced over 1 peso.",1,Shop:1
"Looking for a shop offering these: First, a workbook for kids with a barbie theme, barbie on the front, 80 pages of mixed activities, suitable for ages 3-4, type is workbook, personalized workbook style, and price above 83 PHP. Second, a booklet in Tagalog with a girl-2 cover, regular A4 size, under 139 PHP. Third, an educational wall chart for kids, laminated with a solar system design, and good for any gender.",1,Shop:1
"Find shops offering oversized t-shirts that match these preferences: First, a white, XL, animal print, cotton, casual, oversized fit tee under 397 PHP. Second, a white, small, oversized fit, cotton, short sleeve, anime style tee with cash on delivery, priced below 416 PHP. Third, a black, large, graphic print, crew neck oversized t-shirt under 571 PHP. Fourth, a white, medium, crew neck, cotton oversized t-shirt for less than 402 PHP.",1,Shop:1
"Show me auxiliary lights that fit any motorcycle and come with complimentary shipping, plus Ford brand brackets for sub tanks.

My budget is only `2353`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `2567`.
3. It provides a fixed discount of `983`.",1,Voucher:1
"Looking for a car accessory in gun color from oem brand; a pest control item with model je258580 and free shipping; a Samsung earphone case that's transparent, made of silicone, with both free shipping and cash on delivery; and a set of mini glass jars in 5ml color, 10ml set size, and free shipping.

My budget is only `455`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `276`.
3. It provides a percentage discount of `26%` with a cap of `95`.",1,Voucher:1
"Looking for gray cement compound products

My budget is only `1321`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `1027`.
3. It provides a fixed discount of `277`.",1,Voucher:1
"Looking for a yellow Yamaha universal motorcycle shock absorber, women's animal print plush slippers in leopard thick bottom white size 36-37, a 2.7L hypoallergenic Persil liquid laundry detergent in a bottle, and a single bottle of EDTA root canal cleaning solution.

My budget is only `5880`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `2833`.
3. It provides a percentage discount of `10%` with a cap of `2126`.",1,Voucher:1
"Looking for a solar fan with 110W energy use, and another in white color. Also searching for a countertop blender in light grey that can crush ice, has a large feed chute, 1 speed plus pulse setting, and is an OEM model. Additionally, need a light grey countertop blender with a plastic jug, OEM brand, and 1-liter jug size.

My budget is only `2687`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `3195`.
3. It provides a percentage discount of `43%` with a cap of `1443`.",1,Voucher:1
"Looking for a dog bed in black, XXL size, suitable for medium breeds. Also interested in a grey pet bed, medium size, from OEM brand. Both should be comfortable and cozy for dogs.

My budget is only `705`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `474`.
3. It provides a fixed discount of `225`.",1,Voucher:1
"Looking for glass jars in a modern style, silver color, with a 120ml capacity, model starsilver. Also interested in glass jars in white, model 150ml lapat, with a seal included.

My budget is only `851`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `226`.
3. It provides a percentage discount of `35%` with a cap of `143`.",1,Voucher:1
"Looking for filipino multipack meat products with other herbs, halal certified, from meat magic brand, packed in a box. Also searching for regular size herbal liniment oil, 120ml bottle. Additionally, interested in vegan meat options like tocino, packed in cans.

My budget is only `2183`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `977`.
3. It provides a percentage discount of `37%` with a cap of `875`.",1,Voucher:1
"I'm looking for a canvas wall art featuring an abstract design, sized 40x60cm with a wooden inner frame. The color family should match 40x60cm inner framed, and the material needs to be canvas. I'm interested in canvas print artwork.

My budget is only `230`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `73`.
3. It provides a percentage discount of `29%` with a cap of `24`.",1,Voucher:1
"Show me diapers for babies aged 0 to 3 years, with a pack of 48, and costing under 1028 pesos.",1,Product:1
"Looking for indoor plant seeds in white color from a generic brand, priced above 1 PHP, with free delivery and cash on delivery options.",1,Product:1
"Looking for flat pliers with teeth, specifically the 6 inch flat bit tongs (teeth) variant, priced under 377 PHP.",1,Product:1
"Looking for a bar faucet made from zinc alloy, in the jf-1011 1/2x2 color family, priced under 139 pesos.",1,Product:1
"Looking for black mags for Honda Wave 100, suitable for front and rear drum brakes, priced under 7058 PHP.",1,Product:1
"Looking for a stainless steel brush in the style stainless steel 1pcs, type brush, with complimentary shipping and priced under 103 PHP.",1,Product:1
"Show me gold earrings in color code 002, with no gemstones or main stones, package includes earrings, and price below 296 pesos.",1,Product:1
Looking for a universal motorcycle switch in onf1 shade.,1,Product:1
"Looking for a 16 inch black motor for a stand fan, specifically the motor component, priced between 162 and 223 PHP. Show me options in the electric fan category.",1,Product:1
"Find shops offering water guns that have adjustable spray nozzles. For the first item, it should be compatible with electric pressure washers and support cash on delivery. For the second, look for the oem brand, outsize-22mm size, adjustable spray nozzles, and a price under 440 PHP. For the third, also oem brand, outsize-22mm, adjustable spray nozzles, electric pressure washer compatible, and priced between 140 and 339 PHP.",1,Shop:1
"Find a shop offering these items: First, a remote control cover from nobrand, available for cash on delivery, priced between 41 and 100 PHP. Second, a household TV silicone remote case in the samsung short red color. Third, a fashion tie in black, made of polyester, with a floral design, costing less than 89 PHP. Lastly, another fashion tie in dark navy, also with a floral pattern, priced up to 96 PHP. All items should be from the same seller.",1,Shop:1
"Find a shop offering both a white XXL women's shirt with free delivery, cash on delivery, and a price above 173 PHP, and a white XL women's t-shirt with a v-neck collar and a price below 334 PHP.",1,Shop:1
"Find a shop offering these items: First, a 'fries sealing clip' from Rising Star, priced under 120 PHP. Second, a 'rice grain storage sealed bag' made of plastic, 5000ml size, from Rising Star, costing more than 1 PHP. Third, a set of kitchen cleaning brushes (steel, copper, nylon) in multipack, anti-bacterial, packaged in plastic bottles, for less than 58 PHP. All products should be available from the same seller.",1,Shop:1
"Looking for a shop offering these: First, a fanxiang brand internal SSD with 1tb storage, ngff input type, model s201 ngff sata ssd, and price below 2256 PHP. Second, a fanxiang s500 pro SSD, 256gb color, price above 1065 PHP. Third, a fanxiang s500 pro SSD, 512gb color, price under 1820 PHP. All should be solid state drives for computers.",1,Shop:1
"Find shops offering plus size pants and slacks for women and men. For women, look for blue denim baggy pants in medium with garterized back, big pockets, and minimalist style, available for cash on delivery, priced between 12 and 549 PHP. Also, search for off-white highwaist straightcut slacks in large, made from cashmere and wool, full length, plus size, under 433 PHP. Additionally, find black formal straightcut slacks in XXL, full length, straight fit, made of cashmere and wool, with cash on delivery, under 627 PHP. For men, look for beige straightleg slacks in waist size 36, plain pattern, full length, made of polyester, with free shipping, and priced above 132 PHP.",1,Shop:1
"Find shops offering tablet cases and phone cases that match these: First, a case for iPad Mini 6th Gen 2021 that's compatible with Apple, made of thermoplastic polyurethane, in clear glitter, for the 'tablet case only' variation, type 'case', model 'for ipad mini 6th gen case', and priced between 33 and 785 PHP. Second, a phone case for Galaxy S22 Ultra, in clear glitter, made from TPU, and under 463 PHP. Third, a tablet case for iPad Air 3 10.5, in black, model 'for ipad 10th generation 10.9 2022/ipad 9th 8th 7th 6th 5th gen/pro 11 2022 2021/air 5 air 4/mini 6/air 3', and priced below 1237 PHP. Show me shops that sell all these kinds of products.",1,Shop:1
"Find shops offering multiple products that match these criteria: First, pink Skechers sneakers in size EU 35, made of canvas, with free delivery and priced under 2266 PHP. Second, grey green Skechers sneakers in size EU 36, costing more than 91 PHP. Third, grey green Skechers sneakers in size EU 37, with a low upper, mesh material, logo pattern, and priced above 976 PHP. Fourth, grey Skechers sneakers in size EU 36, suitable for walking, and priced below 2505 PHP. Only show shops selling these types of sneakers.",1,Shop:1
"Find shops offering engine flushes for over 53 pesos, specifically with engine type; fly balls for NMAX/AEROX weighing 13g, from jvt brand, priced below 579 pesos; green coolant for cars, motorcycles, or trucks with cash on delivery available and under 147 pesos; and blue electronic contact cleaners for motorcycles or automobiles, costing less than 325 pesos.",1,Shop:1
"Find shops offering outdoor tents that match these needs: First, a 3x3m blue tent made of polyethylene with a modern look, adjustable height, canvas fabric, and priced above 1508 PHP. Second, a white tent with 2 doors and 2 windows, metal poles, water-resistant, and under 1976 PHP. Third, a 3x3m blue tent in modern style, free shipping, and costs less than 2760 PHP. Lastly, a blue single-layer tent for 4 people, with 2 doors, 2 windows, and priced over 889 PHP.",1,Shop:1
"I'm looking for car wheel accessories. First, I want a center cap in color no.3, quantity 1 piece, and it should be a center cap for the hub. Next, I need a universal black center cap for sport rims. Lastly, I'm searching for a set of 4 hubcaps with the color code cc64209bk*4pc.

My budget is only `505`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `268`.
3. It provides a fixed discount of `78`.",1,Voucher:1
"Find a screen protector for redmi 13 4g made of 2pcs tempered glass, and also look for men's reading glasses with a white frame, +300 size, OEM brand, multicolor lenses, and free delivery.

My budget is only `175`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `196`.
3. It provides a fixed discount of `71`.",1,Voucher:1
"Show me men's skincare for normal skin, specifically aftershave balm. Also, I'm looking for phone parts in the color for 6plus that can be paid for with cash on delivery.

My budget is only `1078`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `515`.
3. It provides a fixed discount of `219`.",1,Voucher:1
"I'm looking for a premium foundation suitable for any skin type, with a natural finish, SPF between 41 and 50, and sold as a single item. Also, I'm interested in a durable mini bracket for Honda Click or ADV 160.

My budget is only `73`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `89`.
3. It provides a percentage discount of `32%` with a cap of `41`.",1,Voucher:1
"Find a mobile phone bracket for motorcycles with the exact title. Also, look for a hair removal wax cartridge from the mass brand category, sold as a single item, with the specified long title. Next, search for a gel sunscreen that hydrates, has a default specification, is formulated as a gel, offers daily skin repair, is classified as a cream in skin care, and provides SPF between 41 and 50. Lastly, locate a rear wheel hub and bearing assembly for a Kia Soul 2011, from JPS brand, in silver, with unit quantity of 1, bearing number 527502100, and the model specified.

My budget is only `3148`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `1091`.
3. It provides a percentage discount of `22%` with a cap of `420`.",1,Voucher:1
"Looking for muscle tees in one size with design d11, crew neckline, graphic print, made of cotton, perfect for summer. Also searching for tie dye shirts in adult freesize with assorted designs and short sleeves. Interested in t-shirts in adult free size with design d6, graphic print, crew neckline, summer style, and a surf & beach vibe. Lastly, want tie dye shirts with a surf & beach style.

My budget is only `491`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `234`.
3. It provides a percentage discount of `14%` with a cap of `117`.",1,Voucher:1
"Looking for a pink synthetic leather wallet, model 720, with a trendy style and priced under 217 PHP.",1,Product:1
Show me toothpaste with a total volume of 400g and costing under 777 pesos.,1,Product:1
"Looking for a garden hose in the 79213/100 (10mtrs) color option, designed for garden watering systems, and priced below 878 PHP.",1,Product:1
Show me frying oil filters that cost more than 35 pesos.,1,Product:1
"Looking for a notepad from lampara books, preferably from their latest collection.",1,Product:1
"Looking for a yellow men's polo shirt in size large, with a plain design and business style, made by OEM. Prefer short sleeves, regular fit, suitable for summer, and priced under 368 PHP.",1,Product:1
Show me oem brand motorcycle clips under 178 pesos.,1,Product:1
"Find a shop offering both a clothes rack with a double pole option that supports cash on delivery and costs over 195 PHP, and a lunch bag in red color priced from 34 to 69 PHP. The clothes rack should be in the home organizer category, and the lunch bag should be in the lunch bag category.",1,Shop:1
"Find a shop offering a green crewneck streetwear top in size small with a graphic print, short sleeves, regular fit, casual style, and priced under 363 PHP; plus a white t-shirt in size 3XL, also with a graphic print, short sleeves, made of cotton, and costing more than 199 PHP; and a casual unisex shirt in size XXL, with a crew neck, graphic print, regular fit, and priced below 369 PHP.",1,Shop:1
"Looking for a shop offering these items: First, a foaming hand soap with a white pumpkin aroma, packaged in a bottle, from Bath and Body Works, priced above 22 PHP. Second, a home fragrance refill with a fresh fall morning scent, also by Bath and Body Works, with a price ranging from 246 to 655 PHP. Third, a 25ml women's perfume from Smart Collection, available for less than 295 PHP.",1,Shop:1
"I'm looking for a shop that offers platform base ornaments. For the first item, I want the black30x20cm rou01 color, made from bamboo, and the price should be under 1507 PHP. For the second item, I need the black40x20cm rou00 color, with an international style, and the price should be above 731 PHP.",1,Shop:1
"Find shops offering an oil filter for Mitsubishi Montero Gen3 and Strada, with OEM brand and a price below 844 PHP. Also, look for a combo air and charcoal cabin filter for Nissan Terra and Navara NP300, available with cash on delivery and priced between 1130 and 2528 PHP. Lastly, search for an aircon cabin filter compatible with Commuter Deluxe 2.8L and Toyota Grand Hiace, in white color, as a product service, and costing more than 20 PHP.",1,Shop:1
"Find a shop offering these items: (1) A solar-powered radio with a price above 89 PHP; (2) Wired earphones in black, with high-res audio, 50 ohm impedance, from Bavin, free shipping, and priced over 1 PHP; (3) A type-c fast charger, 5v input, under 148 PHP; (4) An android/micro universal charger, 100-240v input, supports multiple USB charging, power usage 1-500, and costs less than 198 PHP. Show only shops selling all these products.",1,Shop:1
"I'm looking for tempered glass screen protectors for Garmin Instinct 2, specifically the 2-piece option, and also a black bezel ring case for the Samsung Galaxy Watch 5 Pro. The Garmin accessory should fit the Instinct 2 model, and the Samsung case should be for the Watch 5 Pro in the e black color.

My budget is only `176`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `140`.
3. It provides a fixed discount of `42`.",1,Voucher:1
"Looking for a foam cover for a single bed (2x36x75) in design d3 with a long zipper. Also searching for a checkered table cloth for a rectangle 8-seater in gray color. Additionally, need a foam cover in single 36x75,2/3 size with design 7.

My budget is only `447`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `180`.
3. It provides a fixed discount of `86`.",1,Voucher:1
"Show me plastic water pumps in black with an adjustable flow rate.

My budget is only `555`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `476`.
3. It provides a fixed discount of `130`.",1,Voucher:1
"Looking for a Foxconn battery compatible with the 12 mini model.

My budget is only `500`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `514`.
3. It provides a fixed discount of `105`.",1,Voucher:1
Show me a single pack insecticide spray for bugs priced from 70 to 333 pesos.,1,Product:1
"Show me plain pattern reflexology sandals, size 39, with LazMall perks, and priced above 353 PHP.",1,Product:1
"Show me casual men's sandals in khakiwhite, size EU 40, priced above 195 PHP.",1,Product:1
"Looking for a white phone case for samsung galaxy a03 core, made of tough pc material, that shields against water, dust, and dirt, from linkee brand, and costs under 228 pesos.",1,Product:1
Show me folding tables with a round variation that support cash on delivery and cost between 152 and 700 pesos.,1,Product:1
"Looking for a phone case compatible with spark go 1, in style 01, made from tpu, type case, and priced under 170 pesos.",1,Product:1
"Looking for a polo shirt in size large, made from polyester, with 1 item per order, color family polo t shirt, and unit quantity of 1. The item should be suitable for the specified weight or age range, come with free delivery, and cost over 250 PHP.",1,Product:1
"Looking for a security camera with AU plug, 1 piece with 128GB card, AI human detection, 5MP resolution, power usage under 3 watts, standard battery, and priced below 1262 PHP.",1,Product:1
"Find shops offering storage organizers that have: (1) a glacier style -4l size, large bag size, single item units, free shipping, and cost above 80 PHP; (2) a partition style, large bag size, mass brand classification, free shipping, and cost under 270 PHP; (3) a 2 layer/xxl high hardness, made of plastic and acrylic, delux brand, container set feature, and price over 269 PHP. All products should be available from the same shop.",1,Shop:1
"Find a shop offering both a micro sd memory card with a price under 1692 PHP and a computer cooling fan with medium speed, 12v input, and a price ranging from 524 to 2926 PHP.",1,Shop:1
"Find shops offering remote controls where one has model 43a46gsa or 32a46gsa, another has model er83803d and costs between 463 and 1154 PHP, and a third is priced below 1078 PHP.",1,Shop:1
"Find shops offering truck tail lights with an h7 socket, red color, and priced under 2121 PHP; side marker lamps in red variation, 1 pc bundle, 3000k color temperature, side marker lamp bulb type, free shipping, and price above 87 PHP; side lights for trucks in blue sd-4010a - 24v color family, green light source, side lights bulb type, and price between 73 and 259 PHP; and parking lights for trucks sized 18 led (12v-24v), red color, blue light source, isuzu make, parking lights bulb type, 3000k color temperature, and price below 100 PHP.",1,Shop:1
